dataset,organisation,organisation_name,quality,total_entity_count
agricultural-land-classification,government-organisation:PB202,Natural England,authoritative,585
air-quality-management-area,government-organisation:D7,"Department for Environment, Food & Rural Affairs",authoritative,498
ancient-woodland,government-organisation:PB202,Natural England,authoritative,44373
ancient-woodland-status,government-organisation:PB202,Natural England,authoritative,2
archaeological-priority-area,government-organisation:PB1164,Historic England,authoritative,796
area-of-outstanding-natural-beauty,government-organisation:PB202,Natural England,some,34
article-4-direction,local-authority:ADU,Adur District Council,authoritative,9
article-4-direction,local-authority:ASF,Ashford Borough Council,authoritative,75
article-4-direction,local-authority:BDG,London Borough of Barking and Dagenham,authoritative,3
article-4-direction,local-authority:BEN,London Borough of Brent,authoritative,39
article-4-direction,local-authority:BIR,Birmingham City Council,authoritative,12
article-4-direction,local-authority:BNE,London Borough of Barnet,authoritative,15
article-4-direction,local-authority:BRO,Broadland District Council,authoritative,28
article-4-direction,local-authority:BRY,London Borough of Bromley,authoritative,108
article-4-direction,local-authority:BST,Bristol City Council,authoritative,16
article-4-direction,local-authority:BUN,Burnley Borough Council,authoritative,4
article-4-direction,local-authority:CAB,Cambridge City Council,authoritative,19
article-4-direction,local-authority:CAS,Castle Point Borough Council,authoritative,4
article-4-direction,local-authority:CBF,Central Bedfordshire Council,authoritative,7
article-4-direction,local-authority:CHL,Chelmsford City Council,authoritative,27
article-4-direction,local-authority:CLD,Calderdale Metropolitan Borough Council,authoritative,1
article-4-direction,local-authority:CMD,London Borough of Camden,authoritative,21
article-4-direction,local-authority:COL,Colchester City Council,authoritative,10
article-4-direction,local-authority:COT,Cotswold District Council,authoritative,22
article-4-direction,local-authority:COV,Coventry City Council,authoritative,14
article-4-direction,local-authority:CRW,Crawley Borough Council,authoritative,19
article-4-direction,local-authority:DAR,Dartford Borough Council,authoritative,6
article-4-direction,local-authority:DOV,Dover District Council,authoritative,55
article-4-direction,local-authority:DST,Dorset Council,authoritative,78
article-4-direction,local-authority:ECA,East Cambridgeshire District Council,authoritative,3
article-4-direction,local-authority:EHA,East Hampshire District Council,authoritative,51
article-4-direction,local-authority:EPS,Epsom and Ewell Borough Council,authoritative,1
article-4-direction,local-authority:ERY,East Riding of Yorkshire Council,authoritative,11
article-4-direction,local-authority:EXE,Exeter City Council,authoritative,1
article-4-direction,local-authority:FEN,Fenland District Council,authoritative,5
article-4-direction,local-authority:GAT,Gateshead Metropolitan Borough Council,authoritative,5
article-4-direction,local-authority:HAA,Havant Borough Council,authoritative,6
article-4-direction,local-authority:HAL,Halton Borough Council,authoritative,1
article-4-direction,local-authority:HAR,Harlow District Council,authoritative,14
article-4-direction,local-authority:HAT,Hart District Council,authoritative,47
article-4-direction,local-authority:HIL,London Borough of Hillingdon,authoritative,150
article-4-direction,local-authority:HNS,London Borough of Hounslow,authoritative,3
article-4-direction,local-authority:HRY,London Borough of Haringey,authoritative,25
article-4-direction,local-authority:HUN,Huntingdonshire District Council,authoritative,6
article-4-direction,local-authority:IOS,Council of the Isles of Scilly,authoritative,4
article-4-direction,local-authority:IPS,Ipswich Borough Council,authoritative,7
article-4-direction,local-authority:KEC,Royal Borough of Kensington and Chelsea,authoritative,84
article-4-direction,local-authority:KTT,Royal Borough of Kingston upon Thames,authoritative,3
article-4-direction,local-authority:KWL,Knowsley Metropolitan Borough Council,authoritative,3
article-4-direction,local-authority:LBH,London Borough of Lambeth,authoritative,12
article-4-direction,local-authority:LCE,Leicester City Council,authoritative,231
article-4-direction,local-authority:LDS,Leeds City Council,authoritative,1
article-4-direction,local-authority:LEW,London Borough of Lewisham,authoritative,57
article-4-direction,local-authority:LND,City of London Corporation,authoritative,1
article-4-direction,local-authority:MAI,Maidstone Borough Council,authoritative,85
article-4-direction,local-authority:MIK,Milton Keynes City Council,authoritative,17
article-4-direction,local-authority:NBL,Northumberland County Council,authoritative,6
article-4-direction,local-authority:NET,Newcastle City Council,authoritative,8
article-4-direction,local-authority:NEW,New Forest District Council,authoritative,10
article-4-direction,local-authority:NLN,North Lincolnshire Council,authoritative,12
article-4-direction,local-authority:NNO,North Norfolk District Council,authoritative,42
article-4-direction,local-authority:NSM,North Somerset Council,authoritative,38
article-4-direction,local-authority:NTY,North Tyneside Council,authoritative,7
article-4-direction,local-authority:NWA,North Warwickshire Borough Council,authoritative,10
article-4-direction,local-authority:OXO,Oxford City Council,authoritative,4
article-4-direction,local-authority:PLY,Plymouth City Council,authoritative,1
article-4-direction,local-authority:PTE,Peterborough City Council,authoritative,108
article-4-direction,local-authority:RCH,Rochdale Metropolitan Borough Council,authoritative,6
article-4-direction,local-authority:ROH,Rother District Council,authoritative,61
article-4-direction,local-authority:ROS,Rossendale Borough Council,authoritative,8
article-4-direction,local-authority:SAL,St Albans City and District Council,authoritative,30
article-4-direction,local-authority:SAW,Sandwell Metropolitan Borough Council,authoritative,3
article-4-direction,local-authority:SCA,South Cambridgeshire District Council,authoritative,9
article-4-direction,local-authority:SFT,Sefton Metropolitan Borough Council,authoritative,6
article-4-direction,local-authority:SGC,South Gloucestershire Council,authoritative,2
article-4-direction,local-authority:SKP,Stockport Metropolitan Borough Council,authoritative,60
article-4-direction,local-authority:SLF,Salford City Council,authoritative,3
article-4-direction,local-authority:SNO,South Norfolk District Council,authoritative,55
article-4-direction,local-authority:SST,South Staffordshire Council,authoritative,16
article-4-direction,local-authority:STA,Stafford Borough Council,authoritative,3
article-4-direction,local-authority:STE,Stoke-on-Trent City Council,authoritative,27
article-4-direction,local-authority:SWK,London Borough of Southwark,authoritative,480
article-4-direction,local-authority:SWL,Swale Borough Council,authoritative,22
article-4-direction,local-authority:TAN,Tandridge District Council,authoritative,45
article-4-direction,local-authority:TEN,Tendring District Council,authoritative,14
article-4-direction,local-authority:TOB,Torbay Council,authoritative,2
article-4-direction,local-authority:TWH,London Borough of Tower Hamlets,authoritative,64
article-4-direction,local-authority:UTT,Uttlesford District Council,authoritative,18
article-4-direction,local-authority:WAE,Waverley Borough Council,authoritative,29
article-4-direction,local-authority:WEA,Wealden District Council,authoritative,87
article-4-direction,local-authority:WFT,London Borough of Waltham Forest,authoritative,15
article-4-direction,local-authority:WIL,Wiltshire Council,authoritative,48
article-4-direction,local-authority:WOT,Worthing Borough Council,authoritative,8
article-4-direction,local-authority:WOX,West Oxfordshire District Council,authoritative,84
article-4-direction,local-authority:WRL,Wirral Borough Council,authoritative,13
article-4-direction,local-authority:WSM,City of Westminster,authoritative,10
article-4-direction,local-authority:YOR,City of York Council,authoritative,4
article-4-direction,national-park-authority:Q27159704,Lake District National Park Authority,authoritative,30
article-4-direction,national-park-authority:Q72617158,New Forest National Park Authority,authoritative,26
article-4-direction-area,local-authority:ADU,Adur District Council,authoritative,9
article-4-direction-area,local-authority:ASF,Ashford Borough Council,authoritative,75
article-4-direction-area,local-authority:BDG,London Borough of Barking and Dagenham,authoritative,3
article-4-direction-area,local-authority:BEN,London Borough of Brent,authoritative,162
article-4-direction-area,local-authority:BIR,Birmingham City Council,authoritative,13
article-4-direction-area,local-authority:BNE,London Borough of Barnet,authoritative,48
article-4-direction-area,local-authority:BPL,Blackpool Borough Council,authoritative,6
article-4-direction-area,local-authority:BRO,Broadland District Council,authoritative,28
article-4-direction-area,local-authority:BST,Bristol City Council,authoritative,16
article-4-direction-area,local-authority:BUC,Buckinghamshire Council,authoritative,389
article-4-direction-area,local-authority:BUN,Burnley Borough Council,authoritative,12
article-4-direction-area,local-authority:BUR,Bury Metropolitan Borough Council,authoritative,2
article-4-direction-area,local-authority:CAB,Cambridge City Council,authoritative,19
article-4-direction-area,local-authority:CAS,Castle Point Borough Council,authoritative,4
article-4-direction-area,local-authority:CAT,Canterbury City Council,authoritative,463
article-4-direction-area,local-authority:CBF,Central Bedfordshire Council,authoritative,7
article-4-direction-area,local-authority:CHT,Cheltenham Borough Council,authoritative,1
article-4-direction-area,local-authority:CLD,Calderdale Metropolitan Borough Council,authoritative,8
article-4-direction-area,local-authority:CMD,London Borough of Camden,authoritative,20
article-4-direction-area,local-authority:COT,Cotswold District Council,authoritative,22
article-4-direction-area,local-authority:COV,Coventry City Council,authoritative,14
article-4-direction-area,local-authority:DAR,Dartford Borough Council,authoritative,6
article-4-direction-area,local-authority:DNC,Doncaster Metropolitan Borough Council,authoritative,3
article-4-direction-area,local-authority:DOV,Dover District Council,authoritative,55
article-4-direction-area,local-authority:DST,Dorset Council,authoritative,78
article-4-direction-area,local-authority:ECA,East Cambridgeshire District Council,authoritative,292
article-4-direction-area,local-authority:EHA,East Hampshire District Council,authoritative,50
article-4-direction-area,local-authority:ENF,London Borough of Enfield,authoritative,33
article-4-direction-area,local-authority:EPS,Epsom and Ewell Borough Council,authoritative,30
article-4-direction-area,local-authority:ERY,East Riding of Yorkshire Council,authoritative,11
article-4-direction-area,local-authority:EXE,Exeter City Council,authoritative,16
article-4-direction-area,local-authority:FAR,Fareham Borough Council,authoritative,19
article-4-direction-area,local-authority:FEN,Fenland District Council,authoritative,3
article-4-direction-area,local-authority:FOE,Forest of Dean District Council,authoritative,2
article-4-direction-area,local-authority:GAT,Gateshead Metropolitan Borough Council,authoritative,5
article-4-direction-area,local-authority:GLO,Gloucester City Council,authoritative,55
article-4-direction-area,local-authority:GRY,Great Yarmouth Borough Council,authoritative,18
article-4-direction-area,local-authority:HAA,Havant Borough Council,authoritative,6
article-4-direction-area,local-authority:HAL,Halton Borough Council,authoritative,2
article-4-direction-area,local-authority:HAR,Harlow District Council,authoritative,14
article-4-direction-area,local-authority:HAT,Hart District Council,authoritative,47
article-4-direction-area,local-authority:HIL,London Borough of Hillingdon,authoritative,150
article-4-direction-area,local-authority:HOR,Horsham District Council,authoritative,53
article-4-direction-area,local-authority:HRY,London Borough of Haringey,authoritative,25
article-4-direction-area,local-authority:HUN,Huntingdonshire District Council,authoritative,6
article-4-direction-area,local-authority:IOS,Council of the Isles of Scilly,authoritative,4
article-4-direction-area,local-authority:IPS,Ipswich Borough Council,authoritative,7
article-4-direction-area,local-authority:KEC,Royal Borough of Kensington and Chelsea,authoritative,84
article-4-direction-area,local-authority:KIN,Borough Council of King's Lynn and West Norfolk,authoritative,12
article-4-direction-area,local-authority:LBH,London Borough of Lambeth,authoritative,223
article-4-direction-area,local-authority:LCE,Leicester City Council,authoritative,373
article-4-direction-area,local-authority:LDS,Leeds City Council,authoritative,1
article-4-direction-area,local-authority:LEW,London Borough of Lewisham,authoritative,89
article-4-direction-area,local-authority:LIV,Liverpool City Council,authoritative,1421
article-4-direction-area,local-authority:MAI,Maidstone Borough Council,authoritative,85
article-4-direction-area,local-authority:MDW,Medway Council,authoritative,47
article-4-direction-area,local-authority:MIK,Milton Keynes City Council,authoritative,16
article-4-direction-area,local-authority:NBL,Northumberland County Council,authoritative,13
article-4-direction-area,local-authority:NET,Newcastle City Council,authoritative,13
article-4-direction-area,local-authority:NEW,New Forest District Council,authoritative,9
article-4-direction-area,local-authority:NLN,North Lincolnshire Council,authoritative,12
article-4-direction-area,local-authority:NNO,North Norfolk District Council,authoritative,42
article-4-direction-area,local-authority:NSM,North Somerset Council,authoritative,38
article-4-direction-area,local-authority:NTY,North Tyneside Council,authoritative,20
article-4-direction-area,local-authority:NWA,North Warwickshire Borough Council,authoritative,10
article-4-direction-area,local-authority:OXO,Oxford City Council,authoritative,4
article-4-direction-area,local-authority:PLY,Plymouth City Council,authoritative,1
article-4-direction-area,local-authority:PTE,Peterborough City Council,authoritative,108
article-4-direction-area,local-authority:RCH,Rochdale Metropolitan Borough Council,authoritative,6
article-4-direction-area,local-authority:ROH,Rother District Council,authoritative,61
article-4-direction-area,local-authority:ROS,Rossendale Borough Council,authoritative,7
article-4-direction-area,local-authority:SAL,St Albans City and District Council,authoritative,34
article-4-direction-area,local-authority:SAW,Sandwell Metropolitan Borough Council,authoritative,12
article-4-direction-area,local-authority:SCA,South Cambridgeshire District Council,authoritative,9
article-4-direction-area,local-authority:SFT,Sefton Metropolitan Borough Council,authoritative,6
article-4-direction-area,local-authority:SGC,South Gloucestershire Council,authoritative,2
article-4-direction-area,local-authority:SKP,Stockport Metropolitan Borough Council,authoritative,30
article-4-direction-area,local-authority:SLF,Salford City Council,authoritative,3
article-4-direction-area,local-authority:SNO,South Norfolk District Council,authoritative,55
article-4-direction-area,local-authority:SPE,Spelthorne Borough Council,authoritative,4
article-4-direction-area,local-authority:SST,South Staffordshire Council,authoritative,15
article-4-direction-area,local-authority:STA,Stafford Borough Council,authoritative,3
article-4-direction-area,local-authority:STE,Stoke-on-Trent City Council,authoritative,27
article-4-direction-area,local-authority:SWK,London Borough of Southwark,authoritative,480
article-4-direction-area,local-authority:SWL,Swale Borough Council,authoritative,22
article-4-direction-area,local-authority:TAN,Tandridge District Council,authoritative,50
article-4-direction-area,local-authority:TEW,Tewkesbury Borough Council,authoritative,11
article-4-direction-area,local-authority:TOB,Torbay Council,authoritative,2
article-4-direction-area,local-authority:TWH,London Borough of Tower Hamlets,authoritative,63
article-4-direction-area,local-authority:UTT,Uttlesford District Council,authoritative,18
article-4-direction-area,local-authority:WAE,Waverley Borough Council,authoritative,29
article-4-direction-area,local-authority:WBK,West Berkshire Council,authoritative,9
article-4-direction-area,local-authority:WFT,London Borough of Waltham Forest,authoritative,807
article-4-direction-area,local-authority:WIL,Wiltshire Council,authoritative,48
article-4-direction-area,local-authority:WOT,Worthing Borough Council,authoritative,8
article-4-direction-area,local-authority:WOX,West Oxfordshire District Council,authoritative,84
article-4-direction-area,local-authority:WRL,Wirral Borough Council,authoritative,13
article-4-direction-area,local-authority:WSM,City of Westminster,authoritative,10
article-4-direction-area,local-authority:YOR,City of York Council,authoritative,4
article-4-direction-area,national-park-authority:Q27159704,Lake District National Park Authority,authoritative,30
article-4-direction-area,national-park-authority:Q72617158,New Forest National Park Authority,authoritative,26
article-4-direction-rule,government-organisation:D1342,"Ministry of Housing, Communities & Local Government",some,103
asset-of-community-value,local-authority:CMD,London Borough of Camden,authoritative,101
battlefield,government-organisation:D1342,"Ministry of Housing, Communities & Local Government",authoritative,47
battlefield,government-organisation:PB1164,Historic England,authoritative,47
border,government-organisation:D303,Office for National Statistics,authoritative,1
brownfield-land,development-corporation:Q20648596,Old Oak and Park Royal Development Corporation,authoritative,79
brownfield-land,development-corporation:Q6670544,London Legacy Development Corporation,authoritative,3
brownfield-land,local-authority:ADU,Adur District Council,authoritative,46
brownfield-land,local-authority:AMB,Amber Valley Borough Council,authoritative,67
brownfield-land,local-authority:ARU,Arun District Council,authoritative,46
brownfield-land,local-authority:ASF,Ashford Borough Council,authoritative,28
brownfield-land,local-authority:ASH,Ashfield District Council,authoritative,39
brownfield-land,local-authority:BAB,Babergh District Council,authoritative,20
brownfield-land,local-authority:BAE,Bassetlaw District Council,authoritative,62
brownfield-land,local-authority:BAI,Basildon Borough Council,authoritative,145
brownfield-land,local-authority:BAN,Basingstoke and Deane Borough Council,authoritative,116
brownfield-land,local-authority:BAS,Bath and North East Somerset Council,authoritative,114
brownfield-land,local-authority:BBD,Blackburn with Darwen Borough Council,authoritative,32
brownfield-land,local-authority:BDF,Bedford Borough Council,authoritative,169
brownfield-land,local-authority:BDG,London Borough of Barking and Dagenham,authoritative,126
brownfield-land,local-authority:BEN,London Borough of Brent,authoritative,287
brownfield-land,local-authority:BEX,London Borough of Bexley,authoritative,173
brownfield-land,local-authority:BIR,Birmingham City Council,authoritative,1731
brownfield-land,local-authority:BLA,Blaby District Council,authoritative,29
brownfield-land,local-authority:BNE,London Borough of Barnet,authoritative,267
brownfield-land,local-authority:BNH,Brighton and Hove City Council,authoritative,301
brownfield-land,local-authority:BNS,Barnsley Metropolitan Borough Council,authoritative,99
brownfield-land,local-authority:BOL,Bolton Metropolitan Borough Council,authoritative,149
brownfield-land,local-authority:BOS,Bolsover District Council,authoritative,91
brownfield-land,local-authority:BOT,Boston Borough Council,authoritative,46
brownfield-land,local-authority:BPC,"Bournemouth, Christchurch and Poole Council",authoritative,346
brownfield-land,local-authority:BPL,Blackpool Borough Council,authoritative,64
brownfield-land,local-authority:BRA,Braintree District Council,authoritative,48
brownfield-land,local-authority:BRC,Bracknell Forest Council,authoritative,59
brownfield-land,local-authority:BRD,City of Bradford Metropolitan District Council,authoritative,387
brownfield-land,local-authority:BRE,Breckland District Council,authoritative,25
brownfield-land,local-authority:BRM,Bromsgrove District Council,authoritative,14
brownfield-land,local-authority:BRO,Broadland District Council,authoritative,23
brownfield-land,local-authority:BRT,Broxtowe Borough Council,authoritative,23
brownfield-land,local-authority:BRW,Brentwood Borough Council,authoritative,81
brownfield-land,local-authority:BRX,Broxbourne Borough Council,authoritative,42
brownfield-land,local-authority:BRY,London Borough of Bromley,authoritative,88
brownfield-land,local-authority:BST,Bristol City Council,authoritative,582
brownfield-land,local-authority:BUC,Buckinghamshire Council,authoritative,317
brownfield-land,local-authority:BUN,Burnley Borough Council,authoritative,28
brownfield-land,local-authority:BUR,Bury Metropolitan Borough Council,authoritative,108
brownfield-land,local-authority:CAB,Cambridge City Council,authoritative,127
